"NutsID","region_name","NUTS_level","e.year","e.value","el.education_level"
"2004206","Vila Franca do Campo","4","2019","1436","Total"
"2004301","Angra do Heroísmo","4","2019","3573","Total"
"2004302","Vila da Praia da Vitória","4","2019","2685","Total"
"2004401","Santa Cruz da Graciosa","4","2019","977","Total"
"2004501","Calheta","4","2019","1153","Total"
"2004502","Velas","4","2019","974","Total"
"2004601","Lajes do Pico","4","2019","1377","Total"
"2004602","Madalena","4","2019","1995","Total"
"2004603","São Roque do Pico","4","2019","503","Total"
"2004701","Horta","4","2019","1778","Total"
"2004801","Lajes das Flores","4","2019","422","Total"
"2004802","Santa Cruz das Flores","4","2019","512","Total"
"2004901","Corvo","4","2019","111","Total"
"3003101","Calheta","4","2019","3403","Total"
"3003102","Câmara de Lobos","4","2019","6106","Total"
"3003103","Funchal","4","2019","3645","Total"
"3003104","Machico","4","2019","4720","Total"
"3003105","Ponta do Sol","4","2019","3738","Total"
"3003106","Porto Moniz","4","2019","952","Total"
"3003107","Ribeira Brava","4","2019","3603","Total"
"3003108","Santa Cruz","4","2019","3808","Total"
"3003109","Santana","4","2019","3883","Total"
"3003110","São Vicente","4","2019","2753","Total"
"3003201","Porto Santo","4","2019","320","Total"
"1111601","Arcos de Valdevez","4","2019","902","None"
"1111602","Caminha","4","2019","141","None"
"1111603","Melgaço","4","2019","346","None"
"1111604","Monção","4","2019","616","None"
"1111605","Paredes de Coura","4","2019","323","None"
"1111606","Ponte da Barca","4","2019","247","None"
"1111607","Ponte de Lima","4","2019","1087","None"
"1111608","Valença","4","2019","143","None"
"1111609","Viana do Castelo","4","2019","479","None"
"1111610","Vila Nova de Cerveira","4","2019","72","None"
"1120301","Amares","4","2019","171","None"
"1120302","Barcelos","4","2019","651","None"
"1120303","Braga","4","2019","369","None"
"1120306","Esposende","4","2019","177","None"
"1120310","Terras de Bouro","4","2019","253","None"
"1120313","Vila Verde","4","2019","627","None"
"1190304","Cabeceiras de Basto","4","2019","314","None"
"1190307","Fafe","4","2019","463","None"
"1190308","Guimarães","4","2019","479","None"
"1190309","Póvoa de Lanhoso","4","2019","285","None"
"1190311","Vieira do Minho","4","2019","189","None"
"1190312","Vila Nova de Famalicão","4","2019","210","None"
"1190314","Vizela","4","2019","46","None"
"1191705","Mondim de Basto","4","2019","181","None"
"11A0104","Arouca","4","2019","267","None"
"11A0107","Espinho","4","2019","7","None"
"11A0109","Santa Maria da Feira","4","2019","141","None"
"11A0113","Oliveira de Azeméis","4","2019","137","None"
"11A0116","São João da Madeira","4","2019","3","None"
"11A0119","Vale de Cambra","4","2019","159","None"
"11A1304","Gondomar","4","2019","97","None"
"11A1306","Maia","4","2019","29","None"
"11A1308","Matosinhos","4","2019","15","None"
"11A1310","Paredes","4","2019","235","None"
"11A1312","Porto","4","2019","3","None"
"11A1313","Póvoa de Varzim","4","2019","61","None"
"11A1314","Santo Tirso","4","2019","176","None"
"11A1315","Valongo","4","2019","32","None"
"11A1316","Vila do Conde","4","2019","108","None"
"11A1317","Vila Nova de Gaia","4","2019","115","None"
"11A1318","Trofa","4","2019","20","None"
"11B1702","Boticas","4","2019","376","None"
"11B1703","Chaves","4","2019","939","None"
"11B1706","Montalegre","4","2019","896","None"
"11B1709","Ribeira de Pena","4","2019","353","None"
"11B1712","Valpaços","4","2019","1415","None"
"11B1713","Vila Pouca de Aguiar","4","2019","686","None"
"11C0106","Castelo de Paiva","4","2019","97","None"
"11C0305","Celorico de Basto","4","2019","454","None"
"11C1301","Amarante","4","2019","569","None"
"11C1302","Baião","4","2019","463","None"
"11C1303","Felgueiras","4","2019","412","None"
"11C1305","Lousada","4","2019","247","None"
"11C1307","Marco de Canaveses","4","2019","348","None"
"11C1309","Paços de Ferreira","4","2019","94","None"
"11C1311","Penafiel","4","2019","576","None"
"11C1804","Cinfães","4","2019","474","None"
"11C1813","Resende","4","2019","437","None"
"11D0403","Carrazeda de Ansiães","4","2019","317","None"
"11D0404","Freixo de Espada à Cinta","4","2019","188","None"
"11D0409","Torre de Moncorvo","4","2019","543","None"
"11D0914","Vila Nova de Foz Côa","4","2019","337","None"
"11D1701","Alijó","4","2019","419","None"
"11D1704","Mesão Frio","4","2019","134","None"
"11D1707","Murça","4","2019","257","None"
"11D1708","Peso da Régua","4","2019","259","None"
"11D1710","Sabrosa","4","2019","285","None"
"11D1711","Santa Marta de Penaguião","4","2019","374","None"
"11D1714","Vila Real","4","2019","820","None"
"11D1801","Armamar","4","2019","216","None"
"11D1805","Lamego","4","2019","507","None"
"11D1807","Moimenta da Beira","4","2019","224","None"
"11D1812","Penedono","4","2019","182","None"
"11D1815","São João da Pesqueira","4","2019","380","None"
"11D1818","Sernancelhe","4","2019","204","None"
"11D1819","Tabuaço","4","2019","306","None"
"11D1820","Tarouca","4","2019","209","None"
"11E0401","Alfândega da Fé","4","2019","452","None"
"11E0402","Bragança","4","2019","1135","None"
"11E0405","Macedo de Cavaleiros","4","2019","1024","None"
"11E0406","Miranda do Douro","4","2019","484","None"
"11E0407","Mirandela","4","2019","867","None"
"11E0408","Mogadouro","4","2019","730","None"
"11E0410","Vila Flor","4","2019","371","None"
"11E0411","Vimioso","4","2019","450","None"
"11E0412","Vinhais","4","2019","668","None"
"1500801","Albufeira","4","2019","155","None"
"1500802","Alcoutim","4","2019","315","None"
"1500803","Aljezur","4","2019","111","None"
"1500804","Castro Marim","4","2019","174","None"
"1500805","Faro","4","2019","230","None"
"1500806","Lagoa","4","2019","30","None"
"1500807","Lagos","4","2019","82","None"
"1500808","Loulé","4","2019","645","None"
"1500809","Monchique","4","2019","109","None"
"1500810","Olhão","4","2019","184","None"
"1500811","Portimão","4","2019","65","None"
"1500812","São Brás de Alportel","4","2019","165","None"
"1500813","Silves","4","2019","486","None"
"1500814","Tavira","4","2019","466","None"
"1500815","Vila do Bispo","4","2019","55","None"
"1500816","Vila Real de Santo António","4","2019","85","None"
"16B1001","Alcobaça","4","2019","417","None"
"16B1005","Bombarral","4","2019","149","None"
"16B1006","Caldas da Rainha","4","2019","394","None"
"16B1011","Nazaré","4","2019","50","None"
"16B1012","Óbidos","4","2019","162","None"
"16B1014","Peniche","4","2019","113","None"
"16B1101","Alenquer","4","2019","266","None"
"16B1102","Arruda dos Vinhos","4","2019","54","None"
"16B1104","Cadaval","4","2019","196","None"
"16B1108","Lourinhã","4","2019","302","None"
"16B1112","Sobral de Monte Agraço","4","2019","77","None"
"16B1113","Torres Vedras","4","2019","592","None"
"16D0101","Águeda","4","2019","195","None"
"16D0102","Albergaria-a-Velha","4","2019","136","None"
"16D0103","Anadia","4","2019","267","None"
"16D0105","Aveiro","4","2019","220","None"
"16D0108","Estarreja","4","2019","209","None"
"16D0110","Ílhavo","4","2019","7","None"
"16D0112","Murtosa","4","2019","36","None"
"16D0114","Oliveira do Bairro","4","2019","207","None"
"16D0115","Ovar","4","2019","109","None"
"16D0117","Sever do Vouga","4","2019","109","None"
"16D0118","Vagos","4","2019","222","None"
"16E0111","Mealhada","4","2019","107","None"
"16E0601","Arganil","4","2019","102","None"
"16E0602","Cantanhede","4","2019","499","None"
"16E0603","Coimbra","4","2019","321","None"
"16E0604","Condeixa-a-Nova","4","2019","144","None"
"16E0605","Figueira da Foz","4","2019","321","None"
"16E0606","Góis","4","2019","26","None"
"16E0607","Lousã","4","2019","87","None"
"16E0608","Mira","4","2019","22","None"
"16E0609","Miranda do Corvo","4","2019","107","None"
"16E0610","Montemor-o-Velho","4","2019","476","None"
"16E0611","Oliveira do Hospital","4","2019","205","None"
"16E0612","Pampilhosa da Serra","4","2019","105","None"
"16E0613","Penacova","4","2019","162","None"
"16E0614","Penela","4","2019","128","None"
"16E0615","Soure","4","2019","284","None"
"16E0616","Tábua","4","2019","194","None"
"16E0617","Vila Nova de Poiares","4","2019","44","None"
"16E1808","Mortágua","4","2019","131","None"
"16F1002","Alvaiázere","4","2019","259","None"
"16F1003","Ansião","4","2019","298","None"
"16F1004","Batalha","4","2019","52","None"
"16F1007","Castanheira de Pêra","4","2019","11","None"
"16F1008","Figueiró dos Vinhos","4","2019","56","None"
"16F1009","Leiria","4","2019","518","None"
"16F1010","Marinha Grande","4","2019","26","None"
"16F1013","Pedrógão Grande","4","2019","87","None"
"16F1015","Pombal","4","2019","765","None"
"16F1016","Porto de Mós","4","2019","205","None"
"16G0901","Aguiar da Beira","4","2019","365","None"
"16G1802","Carregal do Sal","4","2019","70","None"
"16G1803","Castro Daire","4","2019","547","None"
"16G1806","Mangualde","4","2019","337","None"
"16G1809","Nelas","4","2019","145","None"
"16G1810","Oliveira de Frades","4","2019","163","None"
"16G1811","Penalva do Castelo","4","2019","292","None"
"16G1814","Santa Comba Dão","4","2019","76","None"
"16G1816","São Pedro do Sul","4","2019","251","None"
"16G1817","Sátão","4","2019","438","None"
"16G1821","Tondela","4","2019","384","None"
"16G1822","Vila Nova de Paiva","4","2019","171","None"
"16G1823","Viseu","4","2019","441","None"
"16G1824","Vouzela","4","2019","175","None"
"16H0502","Castelo Branco","4","2019","901","None"
"16H0505","Idanha-a-Nova","4","2019","436","None"
"16H0506","Oleiros","4","2019","274","None"
"16H0507","Penamacor","4","2019","518","None"
"16H0508","Proença-a-Nova","4","2019","202","None"
"16H0511","Vila Velha de Ródão","4","2019","184","None"
"16I0509","Sertã","4","2019","415","None"
"16I0510","Vila de Rei","4","2019","60","None"
"16I1401","Abrantes","4","2019","191","None"
"16I1402","Alcanena","4","2019","114","None"
"16I1408","Constância","4","2019","16","None"
"16I1410","Entroncamento","4","2019","5","None"
"16I1411","Ferreira do Zêzere","4","2019","188","None"
"16I1413","Mação","4","2019","144","None"
"16I1417","Sardoal","4","2019","33","None"
"16I1418","Tomar","4","2019","312","None"
"16I1419","Torres Novas","4","2019","365","None"
"16I1420","Vila Nova da Barquinha","4","2019","13","None"
"16I1421","Ourém","4","2019","492","None"
"16J0501","Belmonte","4","2019","121","None"
"16J0503","Covilhã","4","2019","363","None"
"16J0504","Fundão","4","2019","968","None"
"16J0902","Almeida","4","2019","255","None"
"16J0903","Celorico da Beira","4","2019","213","None"
"16J0904","Figueira de Castelo Rodrigo","4","2019","351","None"
"16J0905","Fornos de Algodres","4","2019","232","None"
"16J0906","Gouveia","4","2019","308","None"
"16J0907","Guarda","4","2019","517","None"
"16J0908","Manteigas","4","2019","26","None"
"16J0909","Mêda","4","2019","386","None"
"16J0910","Pinhel","4","2019","602","None"
"16J0911","Sabugal","4","2019","351","None"
"16J0912","Seia","4","2019","335","None"
"16J0913","Trancoso","4","2019","556","None"
"1701105","Cascais","4","2019","4","None"
"1701106","Lisboa","4","2019","0","None"
"1701107","Loures","4","2019","75","None"
"1701109","Mafra","4","2019","348","None"
"1701110","Oeiras","4","2019","0","None"
"1701111","Sintra","4","2019","122","None"
"1701114","Vila Franca de Xira","4","2019","42","None"
"1701115","Amadora","4","2019","3","None"
"1701116","Odivelas","4","2019","1","None"
"1701502","Alcochete","4","2019","14","None"
"1701503","Almada","4","2019","14","None"
"1701504","Barreiro","4","2019","5","None"
"1701506","Moita","4","2019","48","None"
"1701507","Montijo","4","2019","110","None"
"1701508","Palmela","4","2019","416","None"
"1701510","Seixal","4","2019","10","None"
"1701511","Sesimbra","4","2019","29","None"
"1701512","Setúbal","4","2019","42","None"
"1810211","Odemira","4","2019","580","None"
"1811501","Alcácer do Sal","4","2019","131","None"
"1811505","Grândola","4","2019","146","None"
"1811509","Santiago do Cacém","4","2019","231","None"
"1811513","Sines","4","2019","47","None"
"1840201","Aljustrel","4","2019","84","None"
"1840202","Almodôvar","4","2019","252","None"
"1840203","Alvito","4","2019","42","None"
"1840204","Barrancos","4","2019","35","None"
"1840205","Beja","4","2019","236","None"
"1840206","Castro Verde","4","2019","75","None"
"1840207","Cuba","4","2019","59","None"
"1840208","Ferreira do Alentejo","4","2019","146","None"
"1840209","Mértola","4","2019","231","None"
"1840210","Moura","4","2019","364","None"
"1840212","Ourique","4","2019","189","None"
"1840213","Serpa","4","2019","443","None"
"1840214","Vidigueira","4","2019","91","None"
"1851103","Azambuja","4","2019","111","None"
"1851403","Almeirim","4","2019","185","None"
"1851404","Alpiarça","4","2019","54","None"
"1851405","Benavente","4","2019","52","None"
"1851406","Cartaxo","4","2019","66","None"
"1851407","Chamusca","4","2019","80","None"
"1851409","Coruche","4","2019","230","None"
"1851412","Golegã","4","2019","34","None"
"1851414","Rio Maior","4","2019","215","None"
"1851415","Salvaterra de Magos","4","2019","124","None"
"1851416","Santarém","4","2019","573","None"
"1861201","Alter do Chão","4","2019","42","None"
"1861202","Arronches","4","2019","54","None"
"1861203","Avis","4","2019","66","None"
"1861204","Campo Maior","4","2019","87","None"
"1861205","Castelo de Vide","4","2019","78","None"
"1861206","Crato","4","2019","62","None"
"1861207","Elvas","4","2019","108","None"
"1861208","Fronteira","4","2019","43","None"
"1861209","Gavião","4","2019","49","None"
"1861210","Marvão","4","2019","175","None"
"1861211","Monforte","4","2019","38","None"
"1861212","Nisa","4","2019","155","None"
"1861213","Ponte de Sor","4","2019","252","None"
"1861214","Portalegre","4","2019","309","None"
"1861215","Sousel","4","2019","96","None"
"1870701","Alandroal","4","2019","240","None"
"1870702","Arraiolos","4","2019","66","None"
"1870703","Borba","4","2019","123","None"
"1870704","Estremoz","4","2019","267","None"
"1870705","Évora","4","2019","173","None"
"1870706","Montemor-o-Novo","4","2019","155","None"
"1870707","Mora","4","2019","38","None"
"1870708","Mourão","4","2019","52","None"
"1870709","Portel","4","2019","129","None"
"1870710","Redondo","4","2019","135","None"
"1870711","Reguengos de Monsaraz","4","2019","118","None"
"1870712","Vendas Novas","4","2019","27","None"
"1870713","Viana do Alentejo","4","2019","76","None"
"1870714","Vila Viçosa","4","2019","64","None"
"2004101","Vila do Porto","4","2019","59","None"
"2004201","Lagoa","4","2019","128","None"
"2004202","Nordeste","4","2019","80","None"
"2004203","Ponta Delgada","4","2019","570","None"
"2004204","Povoação","4","2019","48","None"
"2004205","Ribeira Grande","4","2019","245","None"
